Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR21279212,2022-08-28 11:26:32,2022-08-28 11:22:12,134048,60930200,0,454,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR021/21279/SRR21279212/SRR21279212.lite.1,SRX17288546,Vegetable Microbial Fuel Cell electrode biofilm,CLONE,PCR,GENOMIC,PAIRED,0,0,LS454,454 GS,SRP394466,PRJNA872507,,872507,SRS14853101,SAMN30468256,simple,1759406,microbial fuel cell metagenome,Vegetable Microbial Fuel Cell electrode biofilm,,,,,,,no,,,,,TUNGHAI UNIVERSITY,SRA1485910,,public,617F1992AC506A7B45EBB1CBA6EB7782,667F1CCBE1ABE6727A3A4C71DE27CC58
SRR21755284,2022-09-29 13:38:24,2022-09-29 13:35:56,72342,43549884,0,602,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21755/SRR21755284/SRR21755284.lite.1,SRX17750637,ZIF-67/CNFs anode,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP400255,PRJNA884203,,884203,SRS15278947,SAMN31015773,simple,1759406,microbial fuel cell metagenome,ZIF-67/CNFs anode,,,,,,,no,,,,,DONGHUA UNIVERSITY,SRA1509637,,public,54EE0583826D7FD6C52D0A8AE6947D1A,013ECA2A5A992420EB423B08EC23CE39
SRR21588400,2022-09-15 03:23:20,2022-09-15 03:10:19,466345,280739690,466345,602,152,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21588/SRR21588400/SRR21588400.lite.1,SRX17590191,S1,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP397365,PRJNA880027,,880027,SRS15128168,SAMN30840015,simple,1759406,microbial fuel cell metagenome,methane-electricity-denitrification-001,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1498152,,public,65CDC214D46DE3F7D48762B13551B3C3,28A1D1BF78B021ECF9773E4F19AB65DA
SRR15879209,2021-09-14 02:15:53,2021-09-13 17:03:16,137950,83045900,137950,602,52,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15879/SRR15879209/SRR15879209.lite.1,SRX12170095,16S MFC Anode F-MFC cell1,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148424,SAMN21400279,simple,1759406,microbial fuel cell metagenome,10AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,D11249D134118D79DC87B4CF5C0483D6,894AB4A9302493DB3C5F3B1666044DF4
SRR15879219,2021-09-14 02:10:39,2021-09-13 17:03:22,199796,120277192,199796,602,75,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15879/SRR15879219/SRR15879219.lite.1,SRX12170085,16S MFC Anode F-MFC cell2,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148414,SAMN21400280,simple,1759406,microbial fuel cell metagenome,11AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,8226B9D8680AF11CAA28F7CB3CD61028,F356FFC0CE92847968DB65BB994C5D4C
SRR15879218,2021-09-14 02:15:53,2021-09-13 17:03:10,103709,62432818,103709,602,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15879/SRR15879218/SRR15879218.lite.1,SRX12170086,16S MFC Anode T-MFC cell3,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148415,SAMN21400281,simple,1759406,microbial fuel cell metagenome,12AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,1E19B3B823D1A5D9BD3F9FF138F11779,0AACB4C246C6FF85093A829DB2868E4D
SRR15879217,2021-09-14 02:10:39,2021-09-13 17:03:09,125023,75263846,125023,602,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15879/SRR15879217/SRR15879217.lite.1,SRX12170087,16S MFC Anode T-MFC cell4,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148416,SAMN21400282,simple,1759406,microbial fuel cell metagenome,13AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,1989E3020A6E0270389C1A25B431B9EA,A4A256B53ACDD90F2E8933AFD395CB9E
SRR15879220,2021-09-14 02:10:39,2021-09-13 17:03:17,132858,79980516,132858,602,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15879/SRR15879220/SRR15879220.lite.1,SRX12170084,16S MFC Anaerobic cathode F-MFC cell1,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148413,SAMN21400271,simple,1759406,microbial fuel cell metagenome,2AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,413D3ACCC3F654A9ACF58B0DCD1E224D,490A84047844C0271B32336273C3BF08
SRR15879216,2021-09-14 02:10:39,2021-09-13 17:03:08,116790,70307580,116790,602,44,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15879/SRR15879216/SRR15879216.lite.1,SRX12170088,16S MFC Anaerobic cathode F-MFC cell2,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148417,SAMN21400272,simple,1759406,microbial fuel cell metagenome,3AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,055F121661511BD33EFF930AA49BCBC7,A0411E83A592B87978810E186451D2D5
SRR15879215,2021-09-14 02:10:39,2021-09-13 17:03:16,130840,78765680,130840,602,48,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15879/SRR15879215/SRR15879215.lite.1,SRX12170089,16S MFC Anaerobic cathode T-MFC cell3,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148418,SAMN21400273,simple,1759406,microbial fuel cell metagenome,4AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,916B0709E06C9B6407F289E598F7B651,920D93954B30744BEC922FE02A2611A9
SRR15879214,2021-09-14 02:10:39,2021-09-13 17:03:24,126307,76036814,126307,602,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15879/SRR15879214/SRR15879214.lite.1,SRX12170090,16S MFC Anaerobic cathode T-MFC cell4,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148419,SAMN21400274,simple,1759406,microbial fuel cell metagenome,5AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,74B909394412F2EA1748A159BD19149D,3011C67ABBECE1FAF5522F00BCDD7A43
SRR15879213,2021-09-14 02:10:39,2021-09-13 17:03:10,115224,69364848,115224,602,43,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15879/SRR15879213/SRR15879213.lite.1,SRX12170091,16S MFC Aerobic cathode F-MFC cell1,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148420,SAMN21400275,simple,1759406,microbial fuel cell metagenome,6AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,6C33DB94A2450B42650B6DEDADFC2AD1,7E3C78ECC43CCDBBBCDC906B71A8676A
SRR15879212,2021-09-14 02:10:39,2021-09-13 17:03:06,123237,74188674,123237,602,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15879/SRR15879212/SRR15879212.lite.1,SRX12170092,16S MFC Aerobic cathode F-MFC cell2,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148421,SAMN21400276,simple,1759406,microbial fuel cell metagenome,7AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,356F327F3ED0B4BCD01374957C7C06F5,BAF69B385A02644268E7C13331DCA83F
SRR15879211,2021-09-14 02:10:39,2021-09-13 17:03:15,127478,76741756,127478,602,48,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15879/SRR15879211/SRR15879211.lite.1,SRX12170093,16S MFC Aerobic cathode T-MFC cell3,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148422,SAMN21400277,simple,1759406,microbial fuel cell metagenome,8AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,D53C1E6C8F3DABED82862BE874C63826,7F6CEC3B6424CCE6C4611CA8EA6235E8
SRR15879210,2021-09-14 02:10:39,2021-09-13 17:03:16,137015,82483030,137015,602,52,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15879/SRR15879210/SRR15879210.lite.1,SRX12170094,16S MFC Aerobic cathode T-MFC cell4,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP336848,PRJNA762657,,762657,SRS10148423,SAMN21400278,simple,1759406,microbial fuel cell metagenome,9AM,,,,,,,no,,,,,UNIVERSITY OF MILAN,SRA1293848,,public,788208A057FB6AE0BC2CEB9189CEA5E1,38C4AE3B296853AA8ECC203241F22413
SRR17858525,2022-07-10 14:55:28,2022-02-02 10:41:55,27880,16762495,27880,601,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858525/SRR17858525.lite.1,SRX14019295,MFC_01,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856031,SAMN25597008,simple,1759406,microbial fuel cell metagenome,Anode10t0,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,1A1FB140F5237644DC2B6FD81D1EB14C,41F472BD86260513D07166FE82FD5A72
SRR17858524,2022-07-10 14:55:28,2022-02-02 10:41:55,16617,9990855,16617,601,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17858/SRR17858524/SRR17858524.lite.1,SRX14019296,MFC_31,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856032,SAMN25597038,simple,1759406,microbial fuel cell metagenome,Anode10t1,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,286A2CACB2FF61FA45AA904007853B7C,6C2EAC4378392A1604CC74E0B11D5641
SRR17858513,2022-07-10 14:55:28,2022-02-02 10:41:31,2207,1326957,2207,601,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858513/SRR17858513.lite.1,SRX14019307,MFC_02,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856043,SAMN25597009,simple,1759406,microbial fuel cell metagenome,Anode10t3,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,FC33B377DF63C1EF58F5DDB2E3A67AC5,A7FB5F7E1E65FC6D8BF95FD9930EACF6
SRR17858502,2022-07-10 14:55:28,2022-02-02 10:41:32,2652,1594516,2652,601,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858502/SRR17858502.lite.1,SRX14019318,MFC_03,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856053,SAMN25597010,simple,1759406,microbial fuel cell metagenome,Anode11t0,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,C9FD4279AADB1217E88BBB3B419B5706,6EDABE19F1E65565E385FC27714BD484
SRR17858491,2022-07-10 14:55:29,2022-02-02 10:41:56,27105,16295812,27105,601,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858491/SRR17858491.lite.1,SRX14019329,MFC_04,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856065,SAMN25597011,simple,1759406,microbial fuel cell metagenome,Anode11t1,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,4B8EB65898C504401136EE5AD5A9BC23,BED800454DDE2DED76E66E335D220558
SRR17858485,2022-07-10 14:55:28,2022-02-02 10:41:34,5840,3511035,5840,601,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858485/SRR17858485.lite.1,SRX14019335,MFC_32,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856070,SAMN25597039,simple,1759406,microbial fuel cell metagenome,Anode11t3,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,69713DB00158BEE6AC9227DB462B5C0D,DB15D052489D7B2B244F3FB1276BA108
SRR17858484,2022-07-10 14:55:29,2022-02-02 10:41:52,41208,24774325,41208,601,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17858/SRR17858484/SRR17858484.lite.1,SRX14019336,MFC_05,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856072,SAMN25597012,simple,1759406,microbial fuel cell metagenome,Anode12t0,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,629353E9A61CBC1A5A09682417941EE8,67E16FDD50329570030C5F0E62731FC5
SRR17858483,2022-07-10 14:55:29,2022-02-02 10:41:53,30796,18515087,30796,601,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858483/SRR17858483.lite.1,SRX14019337,MFC_33,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856074,SAMN25597040,simple,1759406,microbial fuel cell metagenome,Anode12t1,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,BFAC7BAB29126C98F358C9C9C645D49A,8014E0E2981DED50FB0AE389C3DCD9D3
SRR17858482,2022-07-10 14:55:29,2022-02-02 10:41:42,23796,14306279,23796,601,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858482/SRR17858482.lite.1,SRX14019338,MFC_06,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856075,SAMN25597013,simple,1759406,microbial fuel cell metagenome,Anode12t3,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,D32D191C6BE5115F6D4B51ABEBB5DF5C,8AE2C6BEA1F9F0E331090E46F0B24254
SRR17858481,2022-07-10 14:55:29,2022-02-02 10:40:59,3239,1947213,3239,601,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858481/SRR17858481.lite.1,SRX14019339,MFC_34,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856073,SAMN25597041,simple,1759406,microbial fuel cell metagenome,Anode1t0,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,D4552987DAE920254C33971E3E95B7CF,FEE715188F0B19CDF52FED8F02C20C58
SRR17858523,2022-07-10 14:55:28,2022-02-02 10:41:58,30040,18061639,30040,601,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858523/SRR17858523.lite.1,SRX14019297,MFC_07,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856033,SAMN25597014,simple,1759406,microbial fuel cell metagenome,Anode1t1,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,CB78D12664A6303CF17F0E984FA1A793,3CC61D67CB54DB4FB60C188061E8151C
SRR17858522,2022-07-10 14:55:28,2022-02-02 10:41:34,3290,1977663,3290,601,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858522/SRR17858522.lite.1,SRX14019298,MFC_08,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856035,SAMN25597015,simple,1759406,microbial fuel cell metagenome,Anode1t2,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,A61735262A55BA398149D4437F502EF5,93987E2FBE384A76B54018435E7C2824
SRR17858521,2022-07-10 14:55:28,2022-02-02 10:41:58,38966,23426214,38966,601,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858521/SRR17858521.lite.1,SRX14019299,MFC_09,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856034,SAMN25597016,simple,1759406,microbial fuel cell metagenome,Anode1t3,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,5F82C9FD51722760EA0B654DEBECAE2A,58AEB187AB53BE3DA36833308A7756EB
SRR17858520,2022-07-10 14:55:28,2022-02-02 10:41:51,28853,17349305,28853,601,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17858/SRR17858520/SRR17858520.lite.1,SRX14019300,MFC_35,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856036,SAMN25597042,simple,1759406,microbial fuel cell metagenome,Anode1t4,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,DEAF7C582B6A03F2EFC96EC66FE651C5,B2F52F5B5CC8629A0A7BC4E9E690C0F2
SRR17858519,2022-07-10 14:55:27,2022-02-02 10:41:56,33531,20160746,33531,601,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858519/SRR17858519.lite.1,SRX14019301,MFC_10,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856037,SAMN25597017,simple,1759406,microbial fuel cell metagenome,Anode2t0,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,7B54F7864AEF6701DC7D4313C75BB0CC,526608BF8B1467F0A663F5505DD92BF1
SRR17858518,2022-07-10 14:55:27,2022-02-02 10:41:48,7062,4245077,7062,601,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858518/SRR17858518.lite.1,SRX14019302,MFC_11,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856038,SAMN25597018,simple,1759406,microbial fuel cell metagenome,Anode2t1,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,557BFE4A455DD83ACF1F7BE0E69AA185,7607D693F5756760D4C73417BC2BC3B3
SRR17858517,2022-07-10 14:55:27,2022-02-02 10:41:56,32273,19404632,32273,601,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR017/17858/SRR17858517/SRR17858517.lite.1,SRX14019303,MFC_36,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856040,SAMN25597043,simple,1759406,microbial fuel cell metagenome,Anode2t2,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,53C38F880BA7938D113D556738004856,B64040606187C150B00AF5D1C5AECEF0
SRR17858516,2022-07-10 14:55:27,2022-02-02 10:41:44,13027,7830762,13027,601,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858516/SRR17858516.lite.1,SRX14019304,MFC_12,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856039,SAMN25597019,simple,1759406,microbial fuel cell metagenome,Anode2t3,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,B04442AAA3B6FFB63E6DC6853E9D50B8,FABA9BA6534A04D8488F14E00EDA088C
SRR17858515,2022-07-10 14:55:27,2022-02-02 10:41:36,5258,3161658,5258,601,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR017/17858/SRR17858515/SRR17858515.lite.1,SRX14019305,MFC_13,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856041,SAMN25597020,simple,1759406,microbial fuel cell metagenome,Anode2t4,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,EA4DDDC2EB4B121DD7E524872659F1DF,E206B83F489F0FA22048F5C84819F6CA
SRR17858514,2022-07-10 14:55:28,2022-02-02 10:41:32,2368,1423710,2368,601,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858514/SRR17858514.lite.1,SRX14019306,MFC_14,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856042,SAMN25597021,simple,1759406,microbial fuel cell metagenome,Anode3t0,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,7EB8DACEF1407F3B5116FE2ECF704F63,3DDC44283D0DD42DCAD0227FD3ED0509
SRR17858512,2022-07-10 14:55:28,2022-02-02 10:41:40,7569,4551198,7569,601,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17858/SRR17858512/SRR17858512.lite.1,SRX14019308,MFC_15,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856044,SAMN25597022,simple,1759406,microbial fuel cell metagenome,Anode3t1,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,A2C9386BBD63819CB2C80652F8FF98F1,3C49DD4E0D29C31D11E770431EFFF36B
SRR17858511,2022-07-10 14:55:28,2022-02-02 10:41:36,8626,5185970,8626,601,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858511/SRR17858511.lite.1,SRX14019309,MFC_16,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856045,SAMN25597023,simple,1759406,microbial fuel cell metagenome,Anode3t2,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,4BD2EA344164CD6F5DBDBA4884F7F42F,2F0F0148A602AD64DF5EEA8A8209CCA5
SRR17858510,2022-07-10 14:55:28,2022-02-02 10:41:38,7666,4608563,7666,601,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858510/SRR17858510.lite.1,SRX14019310,MFC_37,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856046,SAMN25597044,simple,1759406,microbial fuel cell metagenome,Anode3t3,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,FF62482F6A74152E3773F641C5357C41,B64F03EC34DAE9DCBA233A2615B87596
SRR17858509,2022-07-10 14:55:28,2022-02-02 10:41:50,42121,25328567,42121,601,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17858/SRR17858509/SRR17858509.lite.1,SRX14019311,MFC_17,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856047,SAMN25597024,simple,1759406,microbial fuel cell metagenome,Anode3t4,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,282CD7B9C8FB756DD09BA72505BB6143,137232BA5F20E0A2AF71DABF74F04A5A
SRR17858508,2022-07-10 14:55:28,2022-02-02 10:41:58,40416,24300592,40416,601,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858508/SRR17858508.lite.1,SRX14019312,MFC_18,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856048,SAMN25597025,simple,1759406,microbial fuel cell metagenome,Anode4t0,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,B565B20D978BFAC96A0491ABE37D494B,F2EB51B1FF5606F35D6112B2CFDD9778
SRR17858507,2022-07-10 14:55:28,2022-02-02 10:41:54,24329,14627105,24329,601,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17858/SRR17858507/SRR17858507.lite.1,SRX14019313,MFC_19,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP357801,PRJNA802796,,802796,SRS11856049,SAMN25597026,simple,1759406,microbial fuel cell metagenome,Anode4t1,,,,,,,no,,,,,HES-SO VALAIS-WALLIS,SRA1365946,,public,F88F8F55A3DB9FA4690FE1EF8895BA8F,FD349AF33E5EC86BFED5DDACC9298FD6
